name,summary
Marketing numérique,"Le marketing électronique, appelé aussi marketing en ligne ou  marketing numérique ou par abus de langage marketing digital, correspond à l'ensemble des méthodes et des pratiques marketing utilisées sur Internet : communication en ligne (influence et réseaux sociaux), optimisation du commerce électronique, création de trafic au travers de tous supports numériques. En 2021, l'expression marketing Digital a largement supplanté les autres telles que « marketing électronique » (environ 100 millions de recherche sur Google comptabilisées au 27 janvier 2021) ou marketing numérique (72 millions de recherche sur Google au 27 janvier 2021) puisque « Marketing digital » compte plus de 3 milliards de recherches sur Google).
Le terme regroupe chaque discipline du marketing électronique (cybermarketing pour le marketing fait sur internet ; marketing mobile pour le marketing sur les terminaux portables, etc.). Il fait partie de la stratégie numérique d'une personne, d'un groupe (entreprise, lobby…).

.
"
Marketing opérationnel,"Le marketing management ou la direction de la mercatique est le processus de gestion de l’ensemble complexe des méthodologies permettant à l’organisation d’être compétitive dans un univers concurrentiel dynamique sur différents marchés.
Il ne faut pas confondre le marketing management, souvent appelé, par raccourci, « marketing », avec le concept du marketing ou l’esprit marketing, qui sont, eux, une culture organisationnelle, l’apprentissage de ces méthodologies, de leur respect et de leur intériorisation par l’ensemble des collaborateurs de l'entreprise.
Les méthodologies du marketing management s'appliquent, quant à elles, et quelle que soit la taille de l'entreprise ou de l'organisation, à deux niveaux :

Le marketing opérationnel : il s’agit — au niveau marque, service ou produit — de l’optimisation, de la coordination et de la combinaison des leviers (le marketing mix) permettant d'agir sur l’offre, ainsi que de la mise en œuvre d’outils et de techniques choisis pour conquérir des parts de marché.Le marketing stratégique : il s’agit du choix du/des marché(s) sur le(s) quel(s) l’entreprise ou l’organisation décide de se battre et de la définition générale de son attitude et de son positionnement face aux concurrents qui s’y trouvent.Ces méthodologies s’orientent soit vers le marketing de la demande lorsqu’il s’agit de l’appliquer à la demande exprimée par le marché ; soit vers le marketing de l’offre — ou de l’innovation — lorsqu’elle est appliquée à optimiser une offre inédite, technologique ou servicielle.

.
"
Marketing stratégique,"Une stratégie marketing est une démarche d’étude et de réflexion dont le but serait de s'approcher au plus près de l’adéquation offre-demande.
Cette démarche s'inscrit au sein de la stratégie de l'entreprise ou de plans marketing d'organisations.
Il s'agit pour l'entreprise de viser à augmenter le chiffre d'affaires, les parts de marché et la permanence des clients par différenciation, motivation ou adaptation de l'offre solvable augmentant ainsi les économies d'échelle.
Dans ce cadre, le marketing stratégique, composante de la stratégie marketing, s'assure auprès des autres fonctions clés de l'entreprise (gestion de la qualité, logistique, management du système d'information, gestion des ressources humaines) de la faisabilité de l'offre.
La stratégie marketing se confond souvent avec la stratégie d'entreprise notamment dans les organisations faisant appel à un nombre restreint de métiers (de DAS) et négocie ainsi directement l'optimisation des synergies (ou flexibilité) de l'organisation et la rentabilité attendue par le service financier.
En fait, elle se résume souvent à l'élaboration d'un marketing-mix dont la cible désignée est le client..
"
Marketing sur les médias sociaux,"Le marketing des médias sociaux est un terme issu du marketing qui désigne l'utilisation de médias sociaux afin de promouvoir un produit ou un service.
Les médias sociaux s’inscrivent dans une logique de collaboration en ligne et d’intelligence collective en intégrant la technologie, l’interaction sociale et la création de contenu. Les marketeurs les utilisent de plus en plus dans leur stratégie et les exploitent en tenant compte des différentes caractéristiques des médias dans le but d’optimiser l’efficacité des actions menées..
"
Marketing sur les réseaux sociaux,"Le marketing des médias sociaux est un terme issu du marketing qui désigne l'utilisation de médias sociaux afin de promouvoir un produit ou un service.
Les médias sociaux s’inscrivent dans une logique de collaboration en ligne et d’intelligence collective en intégrant la technologie, l’interaction sociale et la création de contenu. Les marketeurs les utilisent de plus en plus dans leur stratégie et les exploitent en tenant compte des différentes caractéristiques des médias dans le but d’optimiser l’efficacité des actions menées..
"
Mathematical Modeling,"A mathematical model is a description of a  system using mathematical concepts and language. The process of developing a mathematical model is termed mathematical modeling. Mathematical models are used in the natural sciences (such as physics, biology, earth science, chemistry) and engineering disciplines (such as computer science, electrical engineering), as well as in non-physical systems such as the social sciences (such as economics, psychology, sociology, political science). The use of mathematical models to solve problems in business or military operations is a large part of the field of operations research.  Mathematical models are also used in music, linguistics, and 
philosophy (for example, intensively in analytic philosophy).
A model may help to explain a system and to study the effects of different components, and to make predictions about behavior..
"
Mathematics,"Mathematics is an area of knowledge that includes topics as numbers, formulas and related structures, shapes and the spaces in which they are contained, and quantities and their changes. These topics are represented in modern mathematics with the major subdisciplines of number theory, algebra, geometry, and analysis, respectively. 
Most mathematical activity involves the discovery of properties of abstract objects and the use of pure reason to prove them. These objects consist of either abstractions from nature or—in modern mathematics—entities that are stipulated with certain properties, called axioms. A proof consists of a succession of applications of deductive rules to already established results. These results include previously proved theorems, axioms, and—in case of abstraction from nature—some basic properties that are considered as true starting points of the theory under consideration.Mathematics is essential in the natural sciences, engineering, medicine, finance, computer science and the social sciences. The fundamental truths of mathematics are independent from any scientific experimentation, although mathematics is extensively used for modeling phenomena. Some areas of mathematics, such as statistics and game theory, are developed in close correlation with their applications and are often grouped under applied mathematics. Other mathematical areas are developed independently from any application (and are therefore called pure mathematics), but practical applications are often discovered later. A fitting example is the problem of integer factorization, which goes back to Euclid, but which had no practical application before its use in the RSA cryptosystem (for the security of computer networks).
Historically, the concept of a proof and its associated mathematical rigour first appeared in Greek mathematics, most notably in Euclid's Elements. Since its beginning, mathematics was essentially divided into geometry and arithmetic (the manipulation of natural numbers and fractions), until the 16th and 17th centuries, when algebra and infinitesimal calculus were introduced as new areas of the subject. Since then, the interaction between mathematical innovations and scientific discoveries has led to a rapid lockstep increase in the development of both. At the end of the 19th century, the foundational crisis of mathematics led to the systematization of the axiomatic method. This gave rise to a dramatic increase in the number of mathematics areas and their fields of applications. This can be seen, for example, in the contemporary Mathematics Subject Classification, which lists more than 60 first-level areas of mathematics..
"
Mathématiques,"Les mathématiques (ou la mathématique) sont un ensemble de connaissances abstraites résultant de raisonnements logiques appliqués à des objets divers tels que les ensembles mathématiques, les nombres, les formes, les structures, les transformations, etc. ; ainsi qu'aux relations et opérations mathématiques qui existent entre ces objets. Elles sont aussi le domaine de recherche développant ces connaissances, ainsi que la discipline qui les enseigne.
Elles possèdent plusieurs branches telles que : l'arithmétique, l'algèbre, l'analyse, la géométrie, la logique mathématique, les probabilités, etc. Il existe également une certaine séparation entre les mathématiques pures et les mathématiques appliquées.
Les mathématiques se distinguent des autres sciences par un rapport particulier au réel car l'observation et l'expérience ne s'y portent pas sur des objets physiques ; les mathématiques ne sont pas une science empirique. Elles sont de nature entièrement intellectuelle, fondées sur des axiomes déclarés vrais ou sur des postulats provisoirement admis. Ces axiomes en constituent les fondements et ne dépendent donc d'aucune autre proposition. Un énoncé mathématique – dénommé généralement, après être validé, théorème, proposition, lemme, fait, scholie ou corollaire – est considéré comme valide lorsque le discours formel qui établit sa vérité respecte une certaine structure rationnelle appelée démonstration, ou raisonnement logicodéductif. Un énoncé qui n'a pas encore fait l'objet d'une démonstration mais qui est néanmoins considéré plausible est appelé conjecture.
Bien que les résultats mathématiques soient des vérités purement formelles, ils trouvent des applications dans les autres sciences et dans différents domaines de la technique. C'est ainsi qu'Eugene Wigner déclare que la « déraisonnable efficacité des mathématiques dans les sciences de la nature est une chose presque mystérieuse »,..
"
Mathématiques appliquées,"Les mathématiques appliquées sont une branche des mathématiques qui s'intéresse à l'application du savoir mathématique aux autres domaines.
L'analyse numérique, les mathématiques de l’ingénierie ; la physique mathématique ; l'optimisation linéaire, la programmation dynamique, l'optimisation et la recherche opérationnelle ; les biomathématiques, la bio-informatique, la théorie de l'information, la théorie des jeux ; les probabilités et les statistiques ; les mathématiques financières et l'actuariat ; la cryptographie et, jusqu'à un certain point, la combinatoire ; la théorie des graphes telle qu'appliquée à l'analyse de réseaux, ainsi qu'une bonne partie de ce qu'on appelle l'informatique sont autant de domaines d'application des mathématiques.
La classification logique des mathématiques appliquées repose davantage sur la sociologie des professionnels qui se servent des mathématiques que sur la question d'en déterminer la nature exacte. Habituellement, les méthodes mathématiques sont appliquées au domaine d'un problème particulier à l'aide d'un modèle mathématique.
Les mathématiques de l'ingénierie s'attachent à décrire des processus physiques, de sorte qu'elles se distinguent rarement de la physique théorique. Parmi les principales subdivisions de celles-ci, on peut mentionner :

la mécanique des fluides ;
l'acoustique ;
les équations de Maxwell, lesquelles régissent l'électromagnétisme ;
la mécanique ;
les phénomènes d'échanges.
« Pour rassurer les puristes, signalons que le calcul numérique, dont l'intérêt pratique est si essentiel, est souvent l'origine et l'occasion de travaux théoriques fondamentaux. Théorie et pratique s'etayent ainsi l'une l'autre, comprenons que les mathématiques étant nées outils, cultivées en outils par des hommes éminents, ce ne serait pas les mépriser que de les faire servir à quelque chose. »

.
"
Mobile Communications,"The Global System for Mobile Communications (GSM) is a standard developed by the European Telecommunications Standards Institute (ETSI) to describe the protocols for second-generation (2G) digital cellular networks used by mobile devices such as mobile phones and tablets. GSM is also a trade mark owned by the GSM Association. GSM may also refer to the Full Rate voice codec.It was first implemented in Finland in December 1991. By the mid-2010s, it became a global standard for mobile communications achieving over 90% market share, and operating in over 193 countries and territories.2G networks developed as a replacement for first generation (1G) analog cellular networks. The GSM standard originally described a digital, circuit-switched network optimized for full duplex voice telephony. This expanded over time to include data communications, first by circuit-switched transport, then by packet data transport via General Packet Radio Service (GPRS), and Enhanced Data Rates for GSM Evolution (EDGE).
Subsequently, the 3GPP developed third-generation (3G) UMTS standards, followed by the fourth-generation (4G) LTE Advanced and the fifth-generation 5G standards, which do not form part of the ETSI GSM standard.
As a result of the network's widespread use across Europe, the acronym ""GSM"" was briefly used as a generic term for mobile phones in France, the Netherlands, Bulgaria and in Belgium. A great number of people in Belgium still use it to date. Beginning in the late 2010s, various carriers worldwide started to shut down their GSM networks..
"
Modèle MVC de Spring,"The Spring Framework is an application framework and inversion of control container for the Java platform. The framework's core features can be used by any Java application, but there are extensions for building web applications on top of the Java EE (Enterprise Edition) platform. Although the framework does not impose any specific programming model, it has become popular in the Java community as an addition to the Enterprise JavaBeans (EJB) model. The Spring Framework is open source.

.
"
Modélisation mathématique,"Un modèle mathématique est une traduction d'une observation dans le but de lui appliquer les outils, les techniques et les théories mathématiques, puis généralement, en sens inverse, la traduction des résultats mathématiques obtenus en prédictions ou opérations dans le monde réel..
"
Multiple Project Coordination,"La gestion de projet, la conduite de projet, l'ingénierie de projet, ou encore le management de projet est l'ensemble des activités visant à organiser le bon déroulement d’un projet et à en atteindre les objectifs en temps et en heures selon les objectifs visés. 
Elle consiste à appliquer les méthodes, techniques, et outils de gestion spécifiques aux différentes étapes du projet, de l'évaluation de l'opportunité jusqu'à l'achèvement du projet..
"
Natural Language Processing,"Le traitement automatique de la langue naturelle (TALN) ou traitement automatique des langues (TAL), plus couramment appelé NLP (de l'anglais : natural langage processing)  est un domaine multidisciplinaire impliquant la linguistique, l'informatique et l'intelligence artificielle, qui vise à créer des outils de traitement de la langue naturelle pour diverses applications. Il ne doit pas être confondu avec la linguistique informatique, qui vise à comprendre les langues au moyen d'outils informatiques.
Le TALN est sorti des laboratoires de recherche pour être progressivement mis en œuvre dans des applications informatiques nécessitant l'intégration du langage humain à la machine. Aussi le TALN est-il parfois appelé ingénierie linguistique. En France, le traitement automatique de la langue naturelle a sa revue, Traitement automatique des langues, publiée par l’Association pour le traitement automatique des langues (ATALA).

.
"
Networking social,"Le réseautage social est un terme qui se rapporte à l'ensemble des moyens « virtuels » mis en œuvre pour relier des personnes physiques ou personnes morales entre elles. Avec l'apparition d'Internet, il recouvre les applications Web connues sous le nom de « services de réseautage social en ligne », plus couramment appelées « réseaux sociaux ». Ces applications permettent de constituer et d'entretenir un réseau social tant pour échanger des informations que pour s'y mettre en valeur. Elles offrent à des personnes partageant des centres d'intérêt divers moyens pouvant faciliter, par exemple, la gestion des carrières professionnelles, la distribution et la visibilité artistique ou les rencontres privées. 
Ces applications sont pointées du doigt du fait de l'exploitation commerciale de données personnelles, et de l'usage de dispositifs favorisant l'addiction. En 2018, une étude du Pew Research Center indique que les adolescents considèrent que l’usage des réseaux sociaux joue un rôle positif pour leur ouverture d’esprit et le développement de leur sens civique. L'étude dénonce toutefois des impacts négatifs ressentis comme le fait de se sentir contraints d'y rester présents et l'obligation de ne partager que des aspects positifs d'eux-mêmes. Des effets négatifs sur l'équilibre psychologique des usagers sont fréquemment dénoncés,.

.
"
NoSQL,"En informatique et en bases de données, NoSQL désigne une famille de systèmes de gestion de base de données (SGBD) qui s'écarte du paradigme classique des bases relationnelles. L'explicitation la plus populaire de l'acronyme est Not only SQL (« pas seulement SQL » en anglais) même si cette interprétation peut être discutée.
La définition exacte de la famille des SGBD NoSQL reste sujette à débat. Le terme se rattache autant à des caractéristiques techniques qu'à une génération historique de SGBD qui a émergé autour des années 2010. D'après Pramod J. Sadalage et Martin Fowler, la raison principale de l'émergence et de l'adoption des SGBD NoSQL serait le développement des centres de données et la nécessité de posséder un paradigme de bases de données adapté à ce modèle d'infrastructure matérielle.
L'architecture machine en clusters induit une structure logicielle distribuée fonctionnant avec des agrégats répartis sur différents serveurs permettant des accès et modifications concurrentes mais imposant également de remettre en cause de nombreux fondements de l'architecture SGBD relationnelle traditionnelle, notamment les propriétés ACID..
"
Opérations de sécurité informatique,"La sécurité des systèmes d’information (SSI) ou plus simplement sécurité informatique, est l’ensemble des moyens techniques, organisationnels, juridiques et humains nécessaires à la mise en place de moyens visant à empêcher l'utilisation non autorisée, le mauvais usage, la modification ou le détournement du système d'information. Assurer la sécurité du système d'information est une activité du management du système d'information.
Aujourd’hui, la sécurité est un enjeu majeur pour les entreprises ainsi que pour l’ensemble des acteurs qui l’entourent. Elle n'est plus confinée uniquement au rôle de l’informaticien. Sa finalité sur le long terme est de maintenir la confiance des utilisateurs et des clients. La finalité sur le moyen terme est la cohérence de l’ensemble du système d’information. Sur le court terme, l’objectif est que chacun ait accès aux informations dont il a besoin. La norme traitant des systèmes de management de la sécurité de l'information (SMSI) est l’ISO/CEI 27001 qui insiste sur Confidentiality – Integrity – Availability, c'est-à-dire en français disponibilité, intégrité et confidentialité..
"
Personal Data Protection,"Le règlement général sur la protection des données (RGPD, ou encore GDPR, de l'anglais « General Data Protection Regulation »), officiellement appelé règlement UE 2016/679 du Parlement européen et du Conseil du 27 avril 2016 relatif à la protection des personnes physiques à l'égard du traitement des données à caractère personnel et à la libre circulation de ces données, et abrogeant la directive 95/46/CE, est un règlement de l'Union européenne qui constitue le texte de référence en matière de protection des données à caractère personnel. Il renforce et unifie la protection des données pour les individus au sein de l'Union européenne.
Après quatre années de négociations législatives, ce règlement a été définitivement adopté par le Parlement européen le 27 avril 2016. Ses dispositions sont directement applicables dans l'ensemble des 27 États membres de l'Union européenne à compter du 25 mai 2018.
Ce règlement remplace la directive sur la protection des données personnelles 95/46/CE adoptée en 1995.
Les principaux objectifs du RGPD sont d'accroître à la fois la protection des personnes concernées par un traitement de leurs données à caractère personnel et la responsabilisation des acteurs de ce traitement. Ces principes pourront être appliqués grâce à l'augmentation du pouvoir des autorités de contrôle..
"
Pilotage de projet,"Le chef de projet (CDP) est la personne chargée de mener un projet et de gérer son bon déroulement. De manière générale, sans être systématique, il anime une équipe pendant la durée du ou des projet(s) dont il a la charge.
D'autres appellations existent pour ce type de poste (chargé/coordonnateur/responsable/gestionnaire/administrateur/directeur, etc.) et varient en fonction de l'organisation et de la taille de l'entreprise de travail.
L'ensemble de ces appellations renvoient à la notion de responsabilité en pratiquant des compétences de gestion de projet, en ayant de bonnes capacités relationnelles, ainsi que des connaissances techniques dans les domaines d'activités concernés. 
Le terme s'applique dans divers secteurs, tels que la traduction et l'interprétation, l'Urbanisme, l'Aménagement du territoire, le BTP, l'ingénierie industrielle, logicielle, le marketing et la communication, pour la conception ou la modification de produits, de services, de systèmes, ou bien la mise en place de nouveaux procédés ou démarches (par exemple la démarche qualité, l'amélioration de la productivité, ou la gestion de la relation client)..
"
Planification de projets,"La gestion de projet, la conduite de projet, l'ingénierie de projet, ou encore le management de projet est l'ensemble des activités visant à organiser le bon déroulement d’un projet et à en atteindre les objectifs en temps et en heures selon les objectifs visés. 
Elle consiste à appliquer les méthodes, techniques, et outils de gestion spécifiques aux différentes étapes du projet, de l'évaluation de l'opportunité jusqu'à l'achèvement du projet..
"
Planification des tests,"En informatique, un test désigne une procédure de vérification partielle d'un système. Son objectif principal est d'identifier un nombre maximal de comportements problématiques du logiciel. Il permet ainsi, dès lors que les problèmes identifiés seront corrigés, d'en augmenter la qualité.
D'une manière plus générale, le test désigne toutes les activités qui consistent à rechercher des informations quant à la qualité du système afin de permettre la prise de décisions.
Un test ressemble à une expérience scientifique. Il examine une hypothèse exprimée en fonction de trois éléments : les données en entrée, l'objet à tester et les observations attendues. Cet examen est effectué sous conditions contrôlées pour pouvoir tirer des conclusions et, dans l'idéal, être reproduit..
"
Planification urbaine,"La planification urbaine, ou planification territoriale, est une discipline de l'urbanisme. Elle prévoit et organise à terme — par exemple sur dix ans — pour un plan local d'urbanisme (PLU) en France, ainsi que la façon dont va évoluer le territoire. Ce peut être à une échelle communale — comme pour le PLU — ou à une échelle plus vaste. 
Elle vise à répartir les espaces dédiés à l'urbanisation (immédiate et future), à l'agriculture, à la préservation des espaces remarquables, à celle du patrimoine, etc. Cette planification, de par ses outils, aboutit à des règles pour parvenir au projet urbain ou projet territorial. L'idée est de concilier l'urbanisation avec toutes les autres thématiques d'un territoire (inondations, mouvement de terrain, etc.)..
"
Process Improvement,"A continual improvement process, also often called a continuous improvement process (abbreviated as CIP or CI), is an ongoing effort to improve products, services, or processes. These efforts can seek ""incremental"" improvement over time or ""breakthrough"" improvement all at once. Delivery (customer valued) processes are constantly evaluated and improved in the light of their efficiency, effectiveness and flexibility.
Some see CIPs as a meta-process for most management systems (such as business process management, quality management, project management, and program management). W. Edwards Deming, a pioneer of the field, saw it as part of the 'system' whereby feedback from the process and customer were evaluated against organisational goals. The fact that it can be called a management process does not mean that it needs to be executed by 'management'; but rather merely that it makes decisions about the implementation of the delivery process and the design of the delivery process itself.
A broader definition is that of the Institute of Quality Assurance who defined ""continuous improvement as a gradual never-ending change which is: '... focused on increasing the effectiveness and/or efficiency of an organisation to fulfil its policy and objectives. It is not limited to quality initiatives. Improvement in business strategy, business results, customer, employee and supplier relationships can be subject to continual improvement. Put simply, it means 'getting better all the time'.' "": 498 

.
"
Processus ITIL,"The Information Technology Infrastructure Library (ITIL)  is a set of detailed practices for IT activities such as IT service management (ITSM) and IT asset management (ITAM) that focus on aligning IT services with the needs of business.ITIL describes processes, procedures, tasks, and checklists which are neither organization-specific nor technology-specific, but can be applied by an organization toward strategy, delivering value, and maintaining a minimum level of competency.  It allows the organization to establish a baseline from which it can plan, implement, and measure.  It is used to demonstrate compliance and to measure improvement. There is no formal independent third party compliance assessment available for ITIL compliance in an organization. Certification in ITIL is only available to individuals.   
Since 2013, ITIL has been owned by AXELOS, a joint venture between Capita and the UK Cabinet Office.Since 2021 that AXELOS was acquired by PeopleCert, ITIL is owned by PeopleCert.  

.
"
Produits Cisco Systems,"Cisco Systems, Inc., commonly known as Cisco, is an American-based multinational digital communications technology conglomerate corporation headquartered in San Jose, California. Cisco develops, manufactures, and sells networking hardware, software, telecommunications equipment and other high-technology services and products. Cisco specializes in specific tech markets, such as the Internet of Things (IoT), domain security, videoconferencing, and energy management with leading products including Webex, OpenDNS, Jabber, Duo Security, and Jasper. Cisco is one of the largest technology companies in the world ranking 74 on the Fortune 100 with over $51 billion in revenue and nearly 80,000 employees.Cisco Systems was founded in December 1984 by Leonard Bosack and Sandy Lerner, two Stanford University computer scientists who had been instrumental in connecting computers at Stanford. They pioneered the concept of a local area network (LAN) being used to connect distant computers over a multiprotocol router system. By the time the company went public in 1990, Cisco had a market capitalization of $224 million; by the end of the dot-com bubble in the year 2000, this had increased to $500 billion, surpassing Microsoft as the world's most valuable company. As of December 2021, Cisco had a market capitalization of around $267 billion.Cisco stock (CSCO) was added to the Dow Jones Industrial Average on June 8, 2009, and is also included in the S&P 500 Index, the Russell 1000 Index, NASDAQ-100 Index and the Russell 1000 Growth Stock Index.In 2021, Fortune ranked Cisco number one for the second year on their annual list of the 100 Best Companies to Work For based on employee satisfaction surveying. LinkedIn and Glassdoor also ranked Cisco as a top place to work in 2021 and recent years.

.
"
Produits sans fil Cisco,"Cisco Systems, Inc., commonly known as Cisco, is an American-based multinational digital communications technology conglomerate corporation headquartered in San Jose, California. Cisco develops, manufactures, and sells networking hardware, software, telecommunications equipment and other high-technology services and products. Cisco specializes in specific tech markets, such as the Internet of Things (IoT), domain security, videoconferencing, and energy management with leading products including Webex, OpenDNS, Jabber, Duo Security, and Jasper. Cisco is one of the largest technology companies in the world ranking 74 on the Fortune 100 with over $51 billion in revenue and nearly 80,000 employees.Cisco Systems was founded in December 1984 by Leonard Bosack and Sandy Lerner, two Stanford University computer scientists who had been instrumental in connecting computers at Stanford. They pioneered the concept of a local area network (LAN) being used to connect distant computers over a multiprotocol router system. By the time the company went public in 1990, Cisco had a market capitalization of $224 million; by the end of the dot-com bubble in the year 2000, this had increased to $500 billion, surpassing Microsoft as the world's most valuable company. As of December 2021, Cisco had a market capitalization of around $267 billion.Cisco stock (CSCO) was added to the Dow Jones Industrial Average on June 8, 2009, and is also included in the S&P 500 Index, the Russell 1000 Index, NASDAQ-100 Index and the Russell 1000 Growth Stock Index.In 2021, Fortune ranked Cisco number one for the second year on their annual list of the 100 Best Companies to Work For based on employee satisfaction surveying. LinkedIn and Glassdoor also ranked Cisco as a top place to work in 2021 and recent years.

.
"
Project Control,"The project controller is a key member of the project team and works directly with the project manager to help define the project's goals and objectives; create and maintain a project's budget and schedule, analyze progress reported against the work schedules; and recommend actions to improve progress. In order to ensure accurate documentation and reporting on a consistent basis, many organizations are positioning the project manager and project controller as part of a centralized project support organization..
"
Project Coordination,"La coordination est, au sein d'une organisation, l'une des fonctions-clés du management qui consiste à assurer pour un ensemble de personnes et de tâches, d'une conjonction des efforts en vue d'un objectif commun. Cette coordination peut nécessiter un coordinateur dédié dont le but est de modifier l'environnement pour qu'il favorise au maximum les interactions entre les membres d'un groupe, ou relever des attributions courantes de l'encadrement et, en entreprise, des membres du comité de direction, en couvrant de façon transverse les différentes divisions, services ou départements (issus d'une départementalisation).
Son importance a été mise en avant par tous les théoriciens du management : Henri Fayol, Luther Gluck, Mary Parker Follett, James March, Herbert Simon, etc. mais il faut attendre le Canadien Henry Mintzberg puis les Belges Jean Nizet et François Pichaud pour voir reprendre une réflexion de fond initiée en 1932 par Mooney et Reiley..
"
Project Implementation,"La mise en œuvre est le fait de mettre en place un projet..
"
Project Management,"Project management is the process of leading the work of a team to achieve all project goals within the given constraints. This information is usually described in project documentation, created at the beginning of the development process. The primary constraints are scope, time, and budget. The secondary challenge is to optimize the allocation of necessary inputs and apply them to meet pre-defined objectives.
The objective of project management is to produce a complete project which complies with the client's objectives. In many cases, the objective of project management is also to shape or reform the client's brief to feasibly address the client's objectives. Once the client's objectives are clearly established, they should influence all decisions made by other people involved in the project – for example, project managers, designers, contractors, and subcontractors. Ill-defined or too tightly prescribed project management objectives are detrimental to decision-making.
A project is a temporary and unique endeavor designed to produce a product, service, or result with a defined beginning and end (usually time-constrained, and often constrained by funding or staffing) undertaken to meet unique goals and objectives, typically to bring about beneficial change or added value.  The temporary nature of projects stands in contrast with business as usual (or operations), which are repetitive, permanent, or semi-permanent functional activities to produce products or services. In practice, the management of such distinct production approaches requires the development of distinct technical skills and management strategies..
"
Project Team Management,"Project management is the process of leading the work of a team to achieve all project goals within the given constraints. This information is usually described in project documentation, created at the beginning of the development process. The primary constraints are scope, time, and budget. The secondary challenge is to optimize the allocation of necessary inputs and apply them to meet pre-defined objectives.
The objective of project management is to produce a complete project which complies with the client's objectives. In many cases, the objective of project management is also to shape or reform the client's brief to feasibly address the client's objectives. Once the client's objectives are clearly established, they should influence all decisions made by other people involved in the project – for example, project managers, designers, contractors, and subcontractors. Ill-defined or too tightly prescribed project management objectives are detrimental to decision-making.
A project is a temporary and unique endeavor designed to produce a product, service, or result with a defined beginning and end (usually time-constrained, and often constrained by funding or staffing) undertaken to meet unique goals and objectives, typically to bring about beneficial change or added value.  The temporary nature of projects stands in contrast with business as usual (or operations), which are repetitive, permanent, or semi-permanent functional activities to produce products or services. In practice, the management of such distinct production approaches requires the development of distinct technical skills and management strategies..
"
Projet urbain,"La planification urbaine, ou planification territoriale, est une discipline de l'urbanisme. Elle prévoit et organise à terme — par exemple sur dix ans — pour un plan local d'urbanisme (PLU) en France, ainsi que la façon dont va évoluer le territoire. Ce peut être à une échelle communale — comme pour le PLU — ou à une échelle plus vaste. 
Elle vise à répartir les espaces dédiés à l'urbanisation (immédiate et future), à l'agriculture, à la préservation des espaces remarquables, à celle du patrimoine, etc. Cette planification, de par ses outils, aboutit à des règles pour parvenir au projet urbain ou projet territorial. L'idée est de concilier l'urbanisation avec toutes les autres thématiques d'un territoire (inondations, mouvement de terrain, etc.)..
"
Protection des Données,"Le règlement général sur la protection des données (RGPD, ou encore GDPR, de l'anglais « General Data Protection Regulation »), officiellement appelé règlement UE 2016/679 du Parlement européen et du Conseil du 27 avril 2016 relatif à la protection des personnes physiques à l'égard du traitement des données à caractère personnel et à la libre circulation de ces données, et abrogeant la directive 95/46/CE, est un règlement de l'Union européenne qui constitue le texte de référence en matière de protection des données à caractère personnel. Il renforce et unifie la protection des données pour les individus au sein de l'Union européenne.
Après quatre années de négociations législatives, ce règlement a été définitivement adopté par le Parlement européen le 27 avril 2016. Ses dispositions sont directement applicables dans l'ensemble des 27 États membres de l'Union européenne à compter du 25 mai 2018.
Ce règlement remplace la directive sur la protection des données personnelles 95/46/CE adoptée en 1995.
Les principaux objectifs du RGPD sont d'accroître à la fois la protection des personnes concernées par un traitement de leurs données à caractère personnel et la responsabilisation des acteurs de ce traitement. Ces principes pourront être appliqués grâce à l'augmentation du pouvoir des autorités de contrôle..
"
RGPD,"Le règlement général sur la protection des données (RGPD, ou encore GDPR, de l'anglais « General Data Protection Regulation »), officiellement appelé règlement UE 2016/679 du Parlement européen et du Conseil du 27 avril 2016 relatif à la protection des personnes physiques à l'égard du traitement des données à caractère personnel et à la libre circulation de ces données, et abrogeant la directive 95/46/CE, est un règlement de l'Union européenne qui constitue le texte de référence en matière de protection des données à caractère personnel. Il renforce et unifie la protection des données pour les individus au sein de l'Union européenne.
Après quatre années de négociations législatives, ce règlement a été définitivement adopté par le Parlement européen le 27 avril 2016. Ses dispositions sont directement applicables dans l'ensemble des 27 États membres de l'Union européenne à compter du 25 mai 2018.
Ce règlement remplace la directive sur la protection des données personnelles 95/46/CE adoptée en 1995.
Les principaux objectifs du RGPD sont d'accroître à la fois la protection des personnes concernées par un traitement de leurs données à caractère personnel et la responsabilisation des acteurs de ce traitement. Ces principes pourront être appliqués grâce à l'augmentation du pouvoir des autorités de contrôle..
"
Requirements Analysis,"In systems engineering and software engineering, requirements analysis focuses on the tasks that determine the needs or conditions to meet the new or altered product or project, taking account of the possibly conflicting requirements of the various stakeholders, analyzing, documenting, validating and managing software or system requirements.Requirements analysis is critical to the success or failure of a systems or software project. The requirements should be documented, actionable, measurable, testable, traceable, related to identified business needs or opportunities, and defined to a level of detail sufficient for system design.

.
"
Requirements Gathering,"In systems engineering and software engineering, requirements analysis focuses on the tasks that determine the needs or conditions to meet the new or altered product or project, taking account of the possibly conflicting requirements of the various stakeholders, analyzing, documenting, validating and managing software or system requirements.Requirements analysis is critical to the success or failure of a systems or software project. The requirements should be documented, actionable, measurable, testable, traceable, related to identified business needs or opportunities, and defined to a level of detail sufficient for system design.

.
"
